_id,master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,depth_meters,temperature_celsius,moisture_content_percent,coagulant,imputed_values
680,s192,NA,Bacteria,pathogen,Zaleski et al. (2005),,2005,"Ina Road WWTP, Tucson,Arizona","Tucson, Arizona",United States,Sludge Drying Bed,312.10202,0,Independent Measurement,13929.66,0,Independent measurement,0,"Standard Methods (APHA, 1998)",MPN/ 4 gram of dry solids,-1.65,NA,161,NA,16.8674702,0.195,NA,""
681,s193,NA,Bacteria,pathogen,Zaleski et al. (2005),,2005,"Ina Road WWTP, Tucson,Arizona","Tucson, Arizona",United States,Sludge Drying Bed,312.10202,0,Independent Measurement,17358.06,0,Independent measurement,0,"Standard Methods (APHA, 1998)",MPN/ 4 gram of dry solids,-1.75,NA,168,NA,12.650602,0.864,NA,""
682,s194,NA,Bacteria,pathogen,Zaleski et al. (2005),,2005,"Ina Road WWTP, Tucson,Arizona","Tucson, Arizona",United States,Sludge Drying Bed,312.10202,0,Independent Measurement,51526.31,0,Independent measurement,0,"Standard Methods (APHA, 1998)",MPN/ 4 gram of dry solids,-2.22,NA,175,NA,12.65060265,0.851,NA,""
683,s195,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,18,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.48,NA,3,NA,63.33,0.55,NA,""
684,s196,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,14,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.59,NA,4,NA,64.5,0.55,NA,""
685,s197,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,17,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.5,NA,10,NA,59.93,0.55,NA,""
686,s198,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,18,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.48,NA,14,NA,61.39,0.55,NA,""
687,s199,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,17,NA,60.56,0.55,NA,""
688,s200,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,13,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.62,NA,19,NA,60.57,0.55,NA,""
689,s201,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,8,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.83,NA,31,NA,52.02,0.55,NA,""
690,s202,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,39,NA,45.45,0.55,NA,""
691,s203,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,5,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,1.03,NA,47,NA,38.32,0.55,NA,""
692,s204,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,12,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.65,NA,52,NA,37.78,0.55,NA,""
693,s205,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,8,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.83,NA,60,NA,33.81,0.55,NA,""
694,s206,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,31,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.24,NA,5,NA,64.5,0.55,NA,""
695,s207,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,54,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0,NA,14,NA,61.39,0.55,NA,""
696,s208,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,23,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.37,NA,17,NA,60.56,0.55,NA,""
697,s209,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,20,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.43,NA,20,NA,61.44,0.55,NA,""
698,s210,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,41,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.12,NA,25,NA,56.29,0.55,NA,""
699,s211,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,30,NA,53.74,0.55,NA,""
700,s212,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,15,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.56,NA,35,NA,46.87,0.55,NA,""
701,s213,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,17,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.5,NA,39,NA,42.31,0.55,NA,""
702,s214,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,12,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.65,NA,47,NA,38.32,0.55,NA,""
703,s215,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,52,NA,37.78,0.55,NA,""
704,s216,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,60,NA,33.81,0.55,NA,""
705,s217,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,5,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,1.03,NA,79,NA,33.63,0.55,NA,""
706,s218,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,4,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,1.13,NA,79,NA,33.63,0.55,NA,""
707,s219,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,20,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.43,NA,10,NA,47.6,0.55,NA,""
708,s220,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,12,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.65,NA,20,NA,45.9,0.55,NA,""
709,s221,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,40,NA,36.83,0.55,NA,""
710,s222,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,49,NA,34.31,0.55,NA,""
711,s223,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,60,NA,30.36,0.55,NA,""
712,s224,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,34,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.2,NA,10,NA,47.6,0.55,NA,""
713,s225,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,35,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.19,NA,20,NA,45.9,0.55,NA,""
714,s226,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,11,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.69,NA,40,NA,36.83,0.55,NA,""
715,s227,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,19,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.45,NA,49,NA,34.31,0.55,NA,""
716,s228,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,21,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.41,NA,60,NA,30.36,0.55,NA,""
717,s229,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,8,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.83,NA,78,NA,31.04,0.55,NA,""
718,s230,NA,Helminth,pathogen,Kone et al. (2007),,2007,"Kumasi, Ghana",Kumasi,Ghana,Sludge Drying Bed,54,0,Independent Measurement,6,0,Independent measurement,0,Modified EPA Method (1999),eggs/gram of total solids,0.95,NA,80,NA,31.04,0.55,NA,""
719,s231,NA,Bacteria,pathogen,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,840000000,0,Independent Measurement,4300,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.29,NA,23,NA,33,0.294,NA,""
720,s232,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,460000000,0,Independent Measurement,20000,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,4.36,NA,23,NA,33,0.294,NA,""
721,s233,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,560000000,0,Independent Measurement,4100,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.14,NA,23,NA,33,0.294,NA,""
722,s234,NA,Bacteria,pathogen,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,840000000,0,Independent Measurement,2800,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.48,NA,23,NA,40,0.234,NA,""
723,s235,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,460000000,0,Independent Measurement,1800,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.41,NA,23,NA,40,0.234,NA,""
724,s236,NA,Bacteria,indicator,Radaidah and Al-Zboon(2011),,2011,"Central Irbid WWTP,Irbid,Jordan",Irbid,Jordan,Sludge Drying Bed,560000000,0,Independent Measurement,2100,0,Independent measurement,0,"Standard Methods (APHA, 1998)",CFU/gram of dry solids,5.43,NA,23,NA,40,0.234,NA,""
725,s237,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,166.1276,0,Independent measurement,0,McMaster technique,eggs/gram,0.18,NA,60.871502,NA,23.626295,0.07,NA,""
726,s238,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,70.831665,0,Independent measurement,0,McMaster technique,eggs/gram,0.55,NA,60.2045,NA,22.822243,0.14,NA,""
727,s239,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,9.4066925,0,Independent measurement,0,McMaster technique,eggs/gram,1.43,NA,58.360374,NA,15.236451,0.28,NA,""
728,s240,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,250.53644,0,Independent Measurement,10.882799,0,Independent measurement,0,McMaster technique,eggs/gram,1.36,NA,49.55144,NA,25.112577,0.56,NA,""
729,s241,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,110.48029,0,Independent measurement,0,McMaster technique,eggs/gram,0.03,NA,55.083652,NA,15.748191,0.07,NA,""
730,s242,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,82.92844,0,Independent measurement,0,McMaster technique,eggs/gram,0.15,NA,56.231712,NA,18.395884,0.14,NA,""
731,s243,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,79.565834,0,Independent measurement,0,McMaster technique,eggs/gram,0.17,NA,56.10422,NA,14.992799,0.28,NA,""
732,s244,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,117.471924,0,Independent Measurement,83.46774,0,Independent measurement,0,McMaster technique,eggs/gram,0.15,NA,55.82943,NA,27.061869,0.56,NA,""
733,s245,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,147.83084,0,Independent Measurement,25.895647,0,Independent measurement,0,McMaster technique,eggs/gram,0.76,NA,60.871502,NA,23.626295,0.07,NA,""
734,s246,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,147.83084,0,Independent Measurement,1,0,Independent measurement,0,McMaster technique,eggs/gram,2.17,NA,60.2045,NA,22.822243,0.14,NA,""
735,s247,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,13.285071,0,Independent measurement,0,McMaster technique,eggs/gram,0.59,NA,55.083652,NA,15.748191,0.07,NA,""
736,s248,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,1.0947294,0,Independent measurement,0,McMaster technique,eggs/gram,1.67,NA,56.231712,NA,18.395884,0.14,NA,""
737,s249,NA,Helminth,pathogen,Caballero-Hernandez et al. (2004),,2004,"Morelos, Mexico",Morelos,Mexico,Sludge Drying Bed,51.568817,0,Independent Measurement,0.20835173,0,Independent measurement,0,McMaster technique,eggs/gram,2.39,NA,56.10422,NA,14.992799,0.28,NA,""
738,s250,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,14379.063,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.490425649,NA,9,NA,18.7,0.874,NA,""
739,s251,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,11809.132,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.575938258,NA,16,NA,17.5,0.876,NA,""
740,s252,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,51698.83,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.06532448,NA,29,NA,13.5,0.866,NA,""
741,s253,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,986.3625,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.654119682,NA,58,NA,16.5,0.86,NA,""
742,s254,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,374.42676,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.074789355,NA,84,NA,17.6,0.851,NA,""
743,s255,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,141.49062,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.497428586,NA,114,NA,15.2,0.865,NA,""
744,s256,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,44479.125,0,Independent Measurement,15.286919,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,3.463836271,NA,172,NA,21.3,0.807,NA,""
745,s257,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,53245.508,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.246197621,NA,7,NA,18.7,0.874,NA,""
746,s258,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,43729.08,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.331710256,NA,15,NA,17.5,0.876,NA,""
747,s259,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,20350.152,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.663912939,NA,28,NA,13.5,0.866,NA,""
748,s260,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,7690.037,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.086552167,NA,58,NA,16.5,0.86,NA,""
749,s261,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,8938.258,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.02122771,NA,85,NA,17.6,0.851,NA,""
750,s262,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,15040.5,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.795218322,NA,115,NA,15.2,0.865,NA,""
751,s263,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,849.2594,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.043440234,NA,170,NA,21.3,0.807,NA,""
752,s264,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,144353.27,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.18694603,NA,239,NA,21,0.818,NA,""
753,s265,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,495062.75,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.722179654,NA,365,NA,22.1,0.713,NA,""
754,s266,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,93860.01,0,Independent Measurement,337338.97,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,-0.555585918,NA,373,NA,21.7,0.698,NA,""
755,s267,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1683.7708,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.408852162,NA,7,NA,18.7,0.874,NA,""
756,s268,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,3856.7712,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.04891126,NA,15,NA,17.5,0.876,NA,""
757,s269,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1026.2906,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.623864785,NA,28,NA,13.5,0.866,NA,""
758,s270,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,3323.196,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.113579179,NA,57,NA,16.5,0.86,NA,""
759,s271,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,950.1398,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.657347625,NA,86,NA,17.6,0.851,NA,""
760,s272,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,2327.7903,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.268191282,NA,114,NA,15.2,0.865,NA,""
761,s273,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1021.2608,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.625998474,NA,172,NA,21.3,0.807,NA,""
762,s274,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,847.6561,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.706915444,NA,241,NA,21,0.818,NA,""
763,s275,NA,Protozoa,pathogen,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,4316.5337,0,Independent Measurement,1380.746,0,Independent measurement,0,Monoclonal antibody stain(Rose et al.1991),number of organisms/ gram of wet weight of sludge,0.495021342,NA,365,NA,22.1,0.713,NA,""
764,s276,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,12985.742,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.512867026,NA,14,NA,18.8,0.877,NA,""
765,s277,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,8052.318,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.720412879,NA,28,NA,13.9,0.864,NA,""
766,s278,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,397.18765,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.02733806,NA,84,NA,19.9,0.868,NA,""
767,s279,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,42299.36,0,Independent Measurement,130.48451,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,2.510774837,NA,112,NA,15.3,0.862,NA,""
768,s280,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,20542.053,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.585117527,NA,28,NA,13.9,0.864,NA,""
769,s281,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,7873.3096,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,1.001604043,NA,56,NA,17.9,0.859,NA,""
770,s282,NA,Bacteria,indicator,Gibbs et al.(1995),,1995,"Western Australia, Australia",Western Australia,Australia,Sludge Drying Bed,79024.43,0,Independent Measurement,8339.196,0,Independent measurement,0,Membrane filter procedure (APHA et al. 1989),number of organisms/ gram of wet weight of sludge,0.976637191,NA,84,NA,19.9,0.868,NA,""
