master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,contact_time_minutes,depth_meters,temperature_celsius,moisture_content_percent,coagulant,material,pH,ammonia_concentration_mmol_per_liter,total_solids_mg_per_liter,imputed_values
tk521,T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,88.30497947,NA,20,NA,NA,buffer,8.931,13.80383495,0,
tk522,T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,69.16281294,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk523,T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,37.0349831,NA,35,NA,NA,buffer,7.915,0,0,
tk524,T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,41.53963367,NA,35,NA,NA,buffer,7.983,28.61685734,0,
tk525,T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,35.08188093,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk526,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,203.8498795,NA,20,NA,NA,buffer,7.855,0,0,
tk527,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,197.9918679,NA,20,NA,NA,buffer,8.03,37.23368754,0,
tk528,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,211.6154667,NA,20,NA,NA,buffer,7.95,66.97411754,0,
tk529,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,263.5861876,NA,20,NA,NA,buffer,8.862,0,0,
tk530,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,215.9810537,NA,20,NA,NA,buffer,8.931,13.80383495,0,
tk531,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,187.9671601,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk532,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,33.88712762,NA,35,NA,NA,buffer,7.915,0,0,
tk533,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,32.03404412,NA,35,NA,NA,buffer,7.983,28.61685734,0,
tk534,PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,26.02789748,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk550,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.121849502,NA,20,NA,NA,buffer,8.47,31.01100169,0,
tk551,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.773519298,NA,20,NA,NA,buffer,8.49,17.17525148,0,
tk552,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.826874828,NA,20,NA,NA,buffer,8.45,2.917319484,0,
tk553,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.323242844,NA,35,NA,NA,buffer,8.15,37.47312438,0,
tk554,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.341062922,NA,35,NA,NA,buffer,8.19,48.15316546,0,
tk555,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.339516419,NA,35,NA,NA,buffer,8.19,47.819532,0,
tk556,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.464754518,NA,35,NA,NA,buffer,8.22,24.045925,0,
tk557,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.471897594,NA,35,NA,NA,buffer,8.15,21.78342112,0,
tk558,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.621600274,NA,35,NA,NA,buffer,8.19,14.07705719,0,
tk559,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.74046778,NA,35,NA,NA,buffer,8.13,3.783513594,0,
tk560,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.727397118,NA,35,NA,NA,buffer,8.13,4.014092491,0,
tk561,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.08504173,NA,35,NA,NA,buffer,8.72,151.8670881,0,
tk562,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.089774102,NA,35,NA,NA,buffer,8.79,198.2593891,0,
tk563,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.264764395,NA,35,NA,NA,buffer,8.49,52.7892086,0,
tk564,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.146702808,NA,35,NA,NA,buffer,8.48,140.9451099,0,
tk565,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.242835737,NA,35,NA,NA,buffer,8.24,51.26040613,3.3,
tk566,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.578776082,NA,35,NA,NA,buffer,7.76,2.157902318,6.7,
tk567,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.976284585,NA,35,NA,NA,buffer,7.39,0.373864974,2.5,
tk568,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.739480443,NA,35,NA,NA,buffer,7.79,16.26512087,2.3,
tk569,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.277509083,NA,35,NA,NA,buffer,8.08,15.07993876,2,
tk570,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.147179821,NA,35,NA,NA,buffer,8.05,72.33591375,4.6,
tk571,MS2,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.372018019,NA,35,NA,NA,buffer,8.23,24.89998272,1.7,
tk572,coliphage T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.1595362,NA,35,NA,NA,buffer,8.72,151.8670881,0,
tk573,coliphage T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,22.45092461,NA,35,NA,NA,buffer,7.76,2.157902318,6.7,
tk574,coliphage T4,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.258199605,NA,35,NA,NA,buffer,8.23,24.89998272,1.7,
tk575,coliphage PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7.016098235,NA,35,NA,NA,buffer,8.72,151.8670881,0,
tk576,coliphage PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.539058743,NA,35,NA,NA,buffer,7.76,2.157902318,6.7,
tk577,coliphage PhiX174,virus,indicator,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.556557236,NA,35,NA,NA,buffer,8.23,24.89998272,1.7,
tk637,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,38.29460009,NA,20,NA,NA,buffer,8.931,13.80383495,0,
tk638,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20.94895409,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk639,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.59152601,NA,35,NA,NA,buffer,7.915,0,0,
tk640,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.966851257,NA,35,NA,NA,buffer,7.983,28.61685734,0,
tk641,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.957149675,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk642,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.77454277,NA,20,NA,NA,buffer,7.855,0,0,
tk643,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.51498689,NA,20,NA,NA,buffer,8.03,37.23368754,0,
tk644,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13.40299169,NA,20,NA,NA,buffer,7.95,66.97411754,0,
tk645,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,156.7459002,NA,20,NA,NA,buffer,8.862,0,0,
tk646,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,33.57457182,NA,20,NA,NA,buffer,8.931,13.80383495,0,
tk647,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,26.08675368,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk648,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15.0823827,NA,35,NA,NA,buffer,7.915,0,0,
tk649,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.603945143,NA,35,NA,NA,buffer,7.983,28.61685734,0,
tk650,Mammalian reovirus type 1,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.947662173,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk651,Human coxsackievirus B5 Faulkner,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.276809065,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk652,Human coxsackievirus B5 Faulkner,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.091872265,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk669,Human Adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.128720944,NA,35,NA,NA,buffer,8.15,37.47312438,0,
tk670,Human Adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.101134405,NA,35,NA,NA,buffer,8.72,151.8670881,0,
tk671,Human Adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.950741036,NA,35,NA,NA,buffer,7.76,2.157902318,6.7,
tk672,Human Adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.552440058,NA,35,NA,NA,buffer,8.23,24.89998272,1.7,
tk624,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15.45654144,NA,20,NA,NA,buffer,7.855,0,0,
tk625,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.46752608,NA,20,NA,NA,buffer,8.03,37.23368754,0,
tk626,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.227078614,NA,20,NA,NA,buffer,7.95,66.97411754,0,
tk627,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10.78915049,NA,20,NA,NA,buffer,8.862,0,0,
tk628,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.096303303,NA,20,NA,NA,buffer,8.931,13.80383495,0,
tk629,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.028112408,NA,20,NA,NA,buffer,8.942,37.65555723,0,
tk630,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.776282495,NA,35,NA,NA,buffer,7.915,0,0,
tk631,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.083860304,NA,35,NA,NA,buffer,7.983,28.61685734,0,
tk632,Human echovirus type 11,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.04024674,NA,35,NA,NA,buffer,8.027,69.34051022,0,
tk633,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,129.7522082,NA,20,NA,NA,buffer,7.855,0,0,
tk634,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63.54972646,NA,20,NA,NA,buffer,8.03,37.23368754,0,
tk635,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,38.74472929,NA,20,NA,NA,buffer,7.95,66.97411754,0,
tk636,Human adenovirus type 5,virus,pathogen,Decrey et al.(2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,77.54143263,NA,20,NA,NA,buffer,8.862,0,0,
tk615,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,16,NA,5,NA,NA,manure,9.2,43,60,
tk616,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7.7,NA,5,NA,NA,manure,9.5,119,60,
tk617,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.9,NA,5,NA,NA,manure,9.7,190,60,
tk618,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,14,NA,14,NA,NA,manure,9.2,74,60,
tk619,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7.7,NA,14,NA,NA,manure,9.5,186,60,
tk620,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.3,NA,14,NA,NA,manure,9.7,274,60,
tk621,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.7,NA,25,NA,NA,manure,9.2,121,60,
tk622,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.3,NA,25,NA,NA,manure,9.5,268,60,
tk623,MS2,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.3,NA,25,NA,NA,manure,9.7,363,60,
tk717,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.6,NA,5,NA,NA,manure,9.2,43,60,
tk718,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.7,NA,5,NA,NA,manure,9.2,43,60,
tk719,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.9,NA,5,NA,NA,manure,9.2,43,60,
tk720,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8.3,NA,5,NA,NA,manure,9.2,43,60,
tk721,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,5,NA,NA,manure,9.2,43,60,
tk722,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.4,NA,5,NA,NA,manure,9.5,119,60,
tk723,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.3,NA,5,NA,NA,manure,9.5,119,60,
tk724,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.1,NA,5,NA,NA,manure,9.5,119,60,
tk725,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.3,NA,5,NA,NA,manure,9.5,119,60,
tk726,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.1,NA,5,NA,NA,manure,9.5,119,60,
tk727,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.2,NA,5,NA,NA,manure,9.7,190,60,
tk728,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.4,NA,5,NA,NA,manure,9.7,190,60,
tk729,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.9,NA,5,NA,NA,manure,9.7,190,60,
tk730,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.4,NA,14,NA,NA,manure,9.2,74,60,
tk731,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.1,NA,14,NA,NA,manure,9.2,74,60,
tk732,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.2,NA,14,NA,NA,manure,9.2,74,60,
tk733,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.4,NA,14,NA,NA,manure,9.2,74,60,
tk734,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.6,NA,14,NA,NA,manure,9.2,74,60,
tk735,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,14,NA,NA,manure,9.5,186,60,
tk736,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,14,NA,NA,manure,9.5,186,60,
tk737,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.1,NA,14,NA,NA,manure,9.5,186,60,
tk738,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.3,NA,14,NA,NA,manure,9.5,186,60,
tk739,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.2,NA,14,NA,NA,manure,9.5,186,60,
tk740,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.3,NA,14,NA,NA,manure,9.7,274,60,
tk741,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.4,NA,14,NA,NA,manure,9.7,274,60,
tk742,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.67,NA,14,NA,NA,manure,9.7,274,60,
tk743,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.7,NA,25,NA,NA,manure,9.2,121,60,
tk744,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.1,NA,25,NA,NA,manure,9.2,121,60,
tk745,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.78,NA,25,NA,NA,manure,9.2,121,60,
tk746,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.4,NA,25,NA,NA,manure,9.2,121,60,
tk747,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.63,NA,25,NA,NA,manure,9.2,121,60,
tk748,FCV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.3,NA,25,NA,NA,manure,9.5,268,60,
tk749,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.4,NA,25,NA,NA,manure,9.5,268,60,
