id,microbial_group,indicator_or_pathogen,microorganism_common_name,units,molecular_or_culture,authors,bib_id,location_comment,location,country,matrix,technology,year_published,initial_concentration,final_concentration ,light_conditions,temperature_celsius,light_intensity_watts_per_square_meter,pH,moisture_content_percent,urine,additive,urea,experiment_id,nh3_mg_L,time_days,log10_reduction,imputed,comments
d142,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,65232.94717,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,22,0.19,"pilot scale facility, unknown location",
d143,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,11669.82383,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,36,0.93,"pilot scale facility, unknown location",
d144,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,16731.52397,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,43,0.78,"pilot scale facility, unknown location",
d145,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,11062.56919,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,51,0.96,"pilot scale facility, unknown location",
d146,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,7783.386558,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,64,1.11,"pilot scale facility, unknown location",
d147,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,2871.201023,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,100,1.54,"pilot scale facility, unknown location",
d148,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,739.5017397,Dark,22,NA,7.68,74,Feces only,None,Urea,150,47.6,130,2.13,"pilot scale facility, unknown location",
d149,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,35715.24223,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,6,0.45,"pilot scale facility, unknown location",
d150,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,31920.19237,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,22,0.5,"pilot scale facility, unknown location",
d151,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,4265.861981,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,50,1.37,"pilot scale facility, unknown location",
d152,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,9878.097307,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,64,1.01,"pilot scale facility, unknown location",
d153,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,3865.992436,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,99,1.41,"pilot scale facility, unknown location",
d154,Virus,Indicator,Bacteriophage φX,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000,1190.946356,Dark,22,NA,7.25,80,Feces only,None,None,151,NA,131,1.92,"pilot scale facility, unknown location",
d155,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,17650336.93,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,13,0.75,"pilot scale facility, unknown location",
d156,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,106163199.8,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,22,-0.03,"pilot scale facility, unknown location",
d157,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,7872342.852,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,29,1.1,"pilot scale facility, unknown location",
d158,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,764041.0628,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,36,2.12,"pilot scale facility, unknown location",
d159,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,56656.14227,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,50,3.25,"pilot scale facility, unknown location",
d160,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,9419.459865,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,64,4.03,"pilot scale facility, unknown location",
d161,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,1713.035251,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,78,4.77,"pilot scale facility, unknown location",
d162,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,284.8036167,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,99,5.55,"pilot scale facility, unknown location",
d163,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,74.15318339,Dark,22,NA,8.59,10,Feces only,Oyster shells and ash,None,152,NA,130,6.13,"pilot scale facility, unknown location",
d164,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,56656142.27,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,14,0.25,"pilot scale facility, unknown location",
d165,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,47350481.54,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,22,0.32,"pilot scale facility, unknown location",
d166,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,9419459.865,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,29,1.03,"pilot scale facility, unknown location",
d167,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,25269.54371,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,50,3.6,"pilot scale facility, unknown location",
d168,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,151991.0447,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,36,2.82,"pilot scale facility, unknown location",
d169,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,27641.29589,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,64,3.56,"pilot scale facility, unknown location",
d170,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,6579.331971,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,78,4.18,"pilot scale facility, unknown location",
d171,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,74.15318339,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,99,6.13,"pilot scale facility, unknown location",
d172,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,51.79474509,Dark,22,NA,8.61,17,Feces only,Oyster shells and ash,Urea,153,145.6,131,6.29,"pilot scale facility, unknown location",
d173,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,21119109.4,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,14,0.68,"pilot scale facility, unknown location",
d174,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,47350481.54,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,22,0.32,"pilot scale facility, unknown location",
d175,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,25269543.71,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,29,0.6,"pilot scale facility, unknown location",
d176,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,2049691.028,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,36,1.69,"pilot scale facility, unknown location",
d177,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,36177.75389,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,50,3.44,"pilot scale facility, unknown location",
d178,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,5498.694607,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,64,4.26,"pilot scale facility, unknown location",
d179,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,19.30697792,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,78,6.71,"pilot scale facility, unknown location",
d180,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,7.196856943,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,100,7.14,"pilot scale facility, unknown location",
d181,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,8.611224268,Dark,22,NA,8.35,44,Feces only,Oyster shells and ash,Urea,154,102.2,131,7.06,"pilot scale facility, unknown location",
d182,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,8772956.986,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,29,1.06,"pilot scale facility, unknown location",
d183,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,8056414.455,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,36,1.09,"pilot scale facility, unknown location",
d184,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,109628.8857,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,50,2.96,"pilot scale facility, unknown location",
d185,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,132361.1098,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,64,2.88,"pilot scale facility, unknown location",
d186,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,29463.93176,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,100,3.53,"pilot scale facility, unknown location",
d187,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,14659.15713,Dark,22,NA,6.85,9,Feces only,None,None,155,NA,130,3.83,"pilot scale facility, unknown location",
d188,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,27891508.27,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,14,0.55,"pilot scale facility, unknown location",
d189,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,1909387.17,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,29,1.72,"pilot scale facility, unknown location",
d190,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,2315264.965,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,50,1.64,"pilot scale facility, unknown location",
d191,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,1139790.414,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,64,1.94,"pilot scale facility, unknown location",
d192,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,680521.7341,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,99,2.17,"pilot scale facility, unknown location",
d193,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,759416.4494,Dark,22,NA,7.68,74,Feces only,None,Urea,156,47.6,130,2.12,"pilot scale facility, unknown location",
d194,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,16281896.89,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,14,0.79,"pilot scale facility, unknown location",
d195,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,16435707.36,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,29,0.78,"pilot scale facility, unknown location",
d196,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,13800928.31,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,36,0.86,"pilot scale facility, unknown location",
d197,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,18230114.65,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,50,0.74,"pilot scale facility, unknown location",
d198,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,12843648.16,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,64,0.89,"pilot scale facility, unknown location",
d199,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,10038596.54,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,99,1,"pilot scale facility, unknown location",
d200,Virus,Indicator,Bacteriophage MS2,PFU/g ,Culture,Magri et al.(2013),,Laboratory-based study,Uppsala,Sweden,Fecal sludge,Dry toilet,2013,100000000,7153284.531,Dark,22,NA,7.25,80,Feces only,None,None,157,NA,130,1.15,"pilot scale facility, unknown location",
d201,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,1.65E+08,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,9,-0.04,,
d202,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,3.26E+07,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,16,0.67,,
d203,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,1.91E+07,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,23,0.9,,
d204,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,2.82E+07,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,30,0.73,,
d205,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,8212200,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,37,1.27,,
d206,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,401504.1,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,44,2.58,,
d207,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,19630.006,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,51,3.89,,
d208,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,31428.336,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,65,3.68,,
d209,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.52E+08,0.9727109,Dark,33.9,NA,9.6,41.5,Feces only,Ash,None,158,NA,79,8.19,,
d210,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,1.74E+07,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,9,1.01,,
d211,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,5482424,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,16,1.51,,
d212,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,3202819.5,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,23,1.74,,
d213,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,1603020.9,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,30,2.05,,
d214,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,588388.3,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,37,2.48,,
d215,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,233310.45,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,44,2.88,,
d216,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,14397.968,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,51,4.09,,
d217,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,93074.98,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,65,3.28,,
d218,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,11535.762,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,79,4.19,,
d219,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,3626.543,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,93,4.69,,
d220,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,773.3914,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,114,5.36,,
d221,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,141.26271,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,129,6.1,,
d222,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,2.5211847,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,142,7.85,,
d223,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.78E+08,0.85624194,Dark,33.9,NA,8.4,34,Feces only,Ash,None,159,NA,154,8.32,,
d224,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,1.18E+07,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,9,1.04,,
d225,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,1467912.1,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,16,1.95,,
d226,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,338231.8,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,23,2.58,,
d227,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,124112.11,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,30,3.02,,
d228,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,39017.613,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,37,3.52,,
d229,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,13253.028,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,44,3.99,,
d230,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,22929.074,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,51,3.75,,
d231,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,10621.487,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,65,4.09,,
d232,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,519.14734,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,79,5.4,,
d233,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,176.31224,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,93,5.87,,
d234,Virus,Indicator,Salmonella typhimurium phages,PFU/g ,Culture,Chien et al. (2002),,Field study,"Cam Ranh, Khanh Hoa Province",Vietnam,Fecal sludge,Dry toilet,2002,1.30E+08,1.1483681,Dark,33.9,NA,9,39.8,Feces only,Ash,None,160,NA,114,8.05,,
